line,Unnamed: 0,filename,sentence,idx,CIDADE,CIDADE_DOS_ESTADOS_UNIDOS,CIDADE_GRANDE,ENTIDADE_TERRITORIAL_ARTIFICIAL,FREGUESIA_DE_PORTUGAL,HUMANO,MUNICÍPIO_DE_PORTUGAL,PAÍS,REVISTA,SEDE_DE_CONDADO,SUM
15,15,Abrolhos.txt,"If you go to Abrolhos on the mating season (July to November) you cannot miss a Whale Watch excursion. You would probably come across them on your way to Abrolhos, but it may be more interesting to go for the whale watch tour.--&gt;",353,0,0,0,0,0,0,0,0,0,0,0
3,8,Abrolhos.txt,"Abrolhos é uma arquipélago na costa da Bahia, um estado do Nordeste (Brasil)|Nordeste do Brasil.",33,0,0,0,0,0,0,1,0,0,0,1
7,10,Abrolhos.txt,"Em 1983 foi instituído como o primeiro parque marinho do país. São cinco ilhas: Santa Bárbara, Redonda, Sueste, Siriba e Guarita, sendo a Siriba a única na qual é permitido o desembarque de turistas.",147,0,0,0,0,0,0,0,0,0,0,0
19,17,Abrolhos.txt,"&lt;!--* Plenty of mineral water and soft drinks. Avoid alcohol as you will be at sea and alcohol can be dangerous, as people normally underestimate the dangers of the sea. You do not want to spoil your holidays...--&gt;",431,0,0,0,0,0,0,0,0,0,0,0
12,13,Abrolhos.txt,"&lt;!--Only swimming or by boat. You cannot get anywhere on foot unless youre on the island, which you will not be for more than 30min. So be prepared to spend a lot of time in the sea or on the boat.--&gt;",262,0,0,0,0,0,0,0,0,0,0,0
17,16,Abrolhos.txt,&lt;!--There are no Mac Donalds there... You cannot bring youre own food unless you agree with the boats captain. The food is served on board by the tour operators authorized to sail to the island.--&gt;,406,0,0,0,0,0,0,0,0,0,0,0
9,11,Abrolhos.txt,A cidade mais próxima é a cidade de Caravelas. A partir de lá entre em contato com alguma operadora de turismo autorizada pelo IBAMA. opreço por pessoa é por volta de R$ 300.,206,0,0,0,1,0,0,0,0,0,0,1
21,18,Abrolhos.txt,"&lt;!--* If you plan to sleep in Abrolhos you should be aware it can only be done on board of a boat. Since they are small boats, they will rock and if youre prone to sea-sickness you should take some pills or avoid an overnight stay and return to the continent in the afternoon.--&gt;",484,0,0,0,0,0,0,0,0,0,0,0
24,30,Acores.txt,"Na maior parte das ilhas, particularmente nas maiores - São Miguel, Terceira ou Pico - o meio de deslocação mais aconselhável é o automóvel. Há empresas de rent-a-car em praticamente todas as ilhas. Quem pretenda ficar vários dias numa das ilhas mais pequenas poderá ter vantagem em optar pelo regime de aluguer ao quilómetro em vez de quilometragem ilimitada.",535,0,0,0,0,0,0,0,0,1,0,1
28,32,Acores.txt,"As ligações entre as ilhas são asseguradas por avião, durante todo o ano.",607,0,0,0,0,0,0,0,0,0,0,0
26,31,Acores.txt,Todas as ilhas dispõem de um moderno serviço de autocarros.,566,0,0,0,0,0,0,0,0,0,0,0
22,29,Acores.txt,"Existem aeroportos em todas as ilhas. Assim, para além dos aeroportos internacionais referidos, existem estruturas aeroportuárias nas ilhas do Pico, Graciosa, São Jorge, Flores e Corvo.",506,0,0,0,0,0,0,0,0,0,0,0
30,33,Acores.txt,"Mas a forma mais agradável de viajar entre as ilhas, particularmente no Verão, é de barco. A empresa  AtlanticoLine  assegura ligações de ferry-boat entre as várias ilhas de Abril a Outubro.",642,0,0,0,0,0,0,0,0,0,0,0
39,38,Acores.txt,Cada uma das nove ilhas é um mundo.,767,0,0,0,0,0,0,0,0,0,0,0
32,34,Acores.txt,"Entre as ilhas do Faial, Pico e São Jorge existem ligações diárias de barco, durante todo o ano, asseguradas pela Transmaçor  - nos dias de semana, no mínimo, há três ligações por dia (de manhã cedo, a meio do dia e no final da tarde).",672,0,0,0,0,0,0,0,0,0,0,0
34,35,Acores.txt,"É ainda possível, junto de operadores locais, alugar veleiros ou lanchas com e sem skeeper, mas para isso aconselha-se antecedência na reserva.",693,0,0,0,0,0,0,0,0,0,0,0
5,20,Acores.txt,"O arquipélago é composto por 9 ilhas habitadas e alguns ilhéus, com uma área total de 2 337 km&lt;sup&gt;2&lt;/sup&gt; e 237 000 habitantes (1991).",76,0,0,0,0,0,0,0,0,0,0,0
16,26,Acores.txt,Os cidadãos de países com os quais Portugal não mantenha relações diplomáticas ou consulares devem endereçar o seu pedido de visto directamente às autoridades portuguesas.,375,0,0,0,0,0,0,0,1,0,0,1
12,24,Acores.txt,"O arquipélago possui um clima temperado, com temperaturas médias de 13°C no Inverno e 24°C no Verão. As águas marítimas tem uma temperatura média entre 17 e 23 graus centígrados, devido à proximidade da Corrente do Golfo. A humidade média é de cerca de 75%. Tempestades tropicais passam pelas ilhas com relativa frequência, e por vezes até furacões.",279,0,0,0,0,0,0,0,0,0,0,0
14,25,Acores.txt,"Para entrar no arquipélago é necessário um passaporte e um visto válido em alguns casos, exceto para os cidadãos da União Europeia, Liechtenstein e Suíça, para os quais é apenas necessário bilhete de identidade.",324,0,0,0,0,0,0,0,1,0,0,1
3,19,Acores.txt,"Os Açores são um arquipélago e região autónoma Portugal|portuguesa no Oceano Atlântico. São conhecidos pela sua beleza natural, património e pela observação de baleias. Alguns dos seus destinos mais visitados são Angra do Heroísmo, a Lagoa das Sete Cidades e o Vulcão dos Capelinhos.",41,0,0,0,0,1,0,0,0,0,0,1
53,45,Acores.txt,Nas Flores é obrigatório visitar:,910,0,0,0,0,0,0,0,0,0,0,0
35,36,Acores.txt,"Para aqueles que pretendam viajar para os Açores de iate, há excelentes marinas e portos de recreio em praticamente todas as ilhas. As principais marinas são a Marina da Horta  (Faial), que se conta entre as mais movimentadas marinas do mundo, a Marina de Angra do Heroísmo  e a Marina da Praia da Vitória (Terceira), a Marina de Ponta Delgada  (São Miguel), existindo ainda marinas e bem equipados portos de recreio em Vila do Porto (Santa Maria), em Vila Franca e em Povoação (São Miguel), nas Lajes  (Pico), em Santa Cruz (Graciosa) e nas Velas (São Jorge). As principais marinas são geridas pela empresa Portos dos Açores. Em Ponta Delgada (São Miguel) situa-se o mais moderno porto de cruzeiros dos Açores, o complexo das Portas do Mar .",719,0,0,0,0,1,0,1,0,0,0,2
76,57,Acores.txt,Os açorianos são acolhedores e hospitaleiros.,1041,0,0,0,0,0,0,0,0,0,0,0
74,56,Acores.txt,Os Açores são uma terra calma e segura.,1033,0,0,0,0,0,0,0,0,0,0,0
72,55,Acores.txt,"Uma excelente rede de casas de Turismo Rural de alta qualidade disponibiliza alojamento nas ilhas dos Açores. Estão organizadas na associação Casas Açorianas (constituindo uma alternativa de alojamento em edifícios distintivos, tradicionais e típicos, de grande qualidade, disponíveis em praticamente todas as ilhas, embora com predominância nas ilhas de São Miguel, Terceira, Faial e Pico. Estas casas de turismo rural podem ser uma opção mais económica particularmente para famílias com mais de 3 membros ou a melhor solução para quem pretenda uma estada mais personalizada ou calma. A maioria das casas tem uma capacidade mínima para 4 pessoas, sendo normal encontrar-se habitações com capacidade para 6 e mais pessoas. As reservas podem ser feitas através da associação Casas Açorianas.",1025,0,0,0,0,1,0,0,0,0,0,1
6,21,Acores.txt,"O arquipélago tem origem vulcânica, com alguns vulcões ainda activos e manifestações sísmicas.",106,0,0,0,0,0,0,0,0,0,0,0
70,54,Acores.txt,Poderá fazer a sua reserva através do site:,1017,0,0,0,0,0,0,0,0,0,0,0
10,23,Acores.txt,Foram declarados região autónoma na Constituição Portuguesa de 1976.,220,0,0,0,0,0,0,0,0,0,0,0
18,27,Acores.txt,Muitos cruzeiros param no arquipélago em viagens transatlanticas.,417,0,0,0,0,0,0,0,0,0,0,0
69,53,Acores.txt,"A Casa do Contador localizada no centro histórico de Ponta Delgada encontra-se lado a lado com as principais atrações turísticas da cidade. Edificada no séc.XVII a Casa do Contador foi adaptada e dispõe de modernas suites com Ar Condicionado, Wi-Fi gratuito de alta velocidade e serviço de limpeza diário.",1011,0,0,0,1,0,0,0,0,0,0,1
63,50,Acores.txt,"Muita gente fala inglês graças ao contacto com os Estados Unidos e Canada, onde vivem muitos descendentes de açorianos.",979,0,0,0,0,0,0,0,1,1,0,2
61,49,Acores.txt,"Em todas as ilhas a língua usada é português, o que facilita a comunicação.",970,0,0,0,0,0,0,0,0,0,0,0
8,22,Acores.txt,"Os Açores tem quase seis séculos de presença humana. A povoação nas ilhas começou por volta de 1432. Gonçalo Velho chegou à ilha de Santa Maria em 1431, e nos anos seguintes procedeu-se ao descobrimento do resto das ilhas do arquipélago.",158,0,0,0,0,0,0,0,0,0,0,0
20,28,Acores.txt,"Todas as ilhas dispõem de estruturas aeroportuárias, sendo quatro os aeroportos internacionais no arquipélago:",467,0,0,0,0,0,0,0,0,0,0,0
37,37,Acores.txt,"Sendo estas ilhas vulcânicas, em muitas partes do arquipélago o terreno é íngreme e montanhoso. Muitas das estradas ficam em colinas íngremes. A bicicleta poderá ser uma opção para a circulação nas cidades e localidades. Para percorrer as ilhas a bicicleta só será opção para quem esteja em muito boa forma física. Há empresas que alugam bicicletas em praticamente todas as ilhas.",735,0,0,0,0,0,0,0,0,0,0,0
65,51,Acores.txt,"Não perder, em São Miguel, a massa sovada e os bolos lêvedos.",993,0,0,0,0,0,0,0,0,0,0,0
78,58,Acores.txt,Os Açores estão bastante isolados no meio do Oceano Atlântico. Os destinos mais acessíveis são:,1049,0,0,0,0,0,0,0,0,0,0,0
16,66,Agadir.txt,"Se você está procurando um lanche rápido, de uma olhada nos vendedores de pasteis que vagueiam na praia carregando grandes bandejas de plástico, vendendo pão frito doce (uma espécie de variante africana da rosquinha).",366,0,0,0,0,0,0,0,0,0,0,0
22,69,Agadir.txt,"Se você está procurando um local apenas para conversar e beber alguma coisa durante a noite, você pode ir para os grandes e agradáveis cafés que estão na avenida Hassan II, como o La Fontaine, La Veranda, Le Dome, etc. Frequentar estes locais um verdadeiro ritual para muitos cidadãos de Agadir.",501,1,0,0,0,0,1,0,0,0,0,2
9,62,Agadir.txt,"Do aeroporto o táxi cobra 200 Dh durante o dia e 300 Dh durante a noite (se você chegar durante a noite, a mudança é as 8PM). Há uma empresa que pode enviar um táxi para o seu hotel a qualquer hora do dia ou noite e custa o mesmo que tomar o táxi na rua. Os motoristas normalmente falam árabe e um pouco de francês e inglês.",204,0,0,0,0,0,0,0,0,0,0,0
5,60,Agadir.txt,"A cidade de Agadir é principalmente um popular resort turístico entre os viajantes europeus. Tem uma praia com todas as instalações adequadas para o turismo de praia. A cidade é especialmente atraente, é limpo e os seus habitantes são muito simpáticos.",90,1,0,0,1,0,0,0,0,0,0,2
20,68,Agadir.txt,"Agadir está preparada para o turistas europeus, e por isso você pode encontrar clubes noturnos nas zonas turísticas, onde você pode encontrar mais turistas ao lado dos habituais locais à procura de turistas. O álcool é encontrado em todos os lugares turísticos.",458,1,0,0,0,0,0,0,0,1,0,2
24,70,Agadir.txt,"A principal área de acomodação a preço baixo está em Nouveau Tablorjt. Um simples quarto duplo irá custar-lhe por volta de 150-180 Dh, embora você pode encontrar um hotel realmente básico com uma porcaria de banheiro por até 80 Dh. Chegue cedo pois os hotéis tendem a preencher rapidamente na alta estação.",534,0,0,0,0,0,0,0,0,0,0,0
18,67,Agadir.txt,"Cuidado, no entanto, que estes simpáticos vendedores ambulantes que frequentemente abordam você na praia, eles iniciam uma agradável conversa, e, em seguida, empurrar uma pastel em sua mão, você pedindo um ou não. Que, naturalmente, você é esperado então pagar por ele(Se aceitar come-lo 5 ou 10 Dh é um preço justo). Se você não quiser comprar, simplesmente recusar a oferta com um sorriso educado. Obs: Eles são deliciosos.",425,0,0,0,0,0,0,0,0,0,0,0
14,65,Agadir.txt,Existem três principais áreas para comer em Agadir:,323,1,0,0,0,0,0,0,0,0,0,1
7,61,Agadir.txt,"Agadir tem um aeroporto internacional (IATA: AGA) com voos diretos das principais cidades da Europa. Se você estiver voando dos EUA, América do Sul, Ásia ou de outro lugar, você terá provavelmente que mudar de avião em Casablanca.",129,1,0,0,0,0,0,0,0,0,0,1
3,59,Agadir.txt,"Agadir é uma cidade de Marrocos. É de interesse principalmente por causa de sua localização, nas suas proximidades encontramos o monte Atlas, o deserto do Saara, muitos parques naturais e praias isoladas, que são facilmente acessíveis a partir dela.",39,1,0,0,0,0,0,0,0,0,0,1
11,63,Agadir.txt,"Agadir é principalmente um resort e, como tal, tem um número limitado de atrações.",235,1,0,0,0,0,0,0,0,0,0,1
12,64,Agadir.txt,"Há um monte de escolas e lojas de surf. Melhor temporada de surf é de novembro a março, - mas se você é apenas iniciante - você pode curtir todos os dias todo o ano.",277,0,0,0,0,0,0,0,0,0,0,0
23,87,Alasca.txt,"| região3descrição=Aqui ficam Península do Alasca, Ilhas Aleutas e outras ilhas",528,0,0,0,0,0,0,0,0,0,0,0
43,103,Alasca.txt,"A Bandeira do Estado do Alasca, adoptada em 1927, foi desenhada por Benny Benson, um estudante de 13 anos. É composta por 8 estrelas amarelas que representam a Ursa Maior e a Estrela Polar. A Ursa Maior tem a forma de um urso, animal indígena do Alasca. A Estrela Polar afirma o Alasca como o estado mais a norte dos Estados Unidos da América.",814,0,0,0,0,0,1,0,0,0,0,1
47,105,Alasca.txt,A língua usada no estado é o inglês (Ver Guia de conversação inglês).,850,0,0,0,0,0,0,0,0,0,0,0
28,91,Alasca.txt,"| região4descrição=Aqui fica Fairbanks, a segunda maior cidade do estado.",605,0,0,0,1,0,0,0,0,0,1,2
41,101,Alasca.txt,| align=center style=padding: 2px; | File:Flag of Alaska.svg|108px,783,0,0,0,0,0,0,0,0,0,0,0
36,97,Alasca.txt,"Em 1867, o Alasca foi comprado aos russos por US$7.2 milhões (cerca de 2 cêntimos por acre). As pessoas achavam este estado uma terra gelada, sem perceberem que se tornaria uma das maiores fontes de combústivel e ouro dos Estados Unidos da América. Foi preciso esperar até 1959 para o Alasca se tornar um estado da união.",728,0,0,0,0,0,0,0,0,0,0,0
15,80,Alasca.txt,| região2nome=Alasca Centro-Sul,337,0,0,0,0,0,0,0,0,0,0,0
45,104,Alasca.txt,Turismo - Oferecendo roteiros com guia falando português.,831,0,0,0,0,0,0,0,0,0,0,0
3,71,Alasca.txt,"Alasca (inglês: Alaska) é o maior estado dos Estados Unidos. Separado do resto do país pelo Canadá, o Alasca fica no Círculo Polar Árctico.",34,0,0,0,0,0,0,0,0,0,0,0
39,99,Alasca.txt,! style=text-align: center; border-bottom: 1px solid #C9AFFF; background-color: #ddddff | Bandeira do estado de Alaska,761,0,0,0,0,0,0,0,0,0,0,0
49,106,Alasca.txt,"Entre as comidas tradicionais do Alasca encontra-se o Akutaq, mais conhecida por Gelado Esquimó, as Stinkheads (cabeças de salmão fermentadas) e Sopa de Cabeça de Salmão.",874,0,0,0,0,0,0,0,0,0,0,0
13,79,Alasca.txt,"| região1descrição=Aqui ficam Juneau, capital e terceira maior cidade da província; Panhandle  Inland Passage",292,0,1,0,0,0,0,0,0,0,0,1
33,95,Alasca.txt,"| região5descrição=Aqui ficam Barrow, Nome, Kotzebue",687,0,1,0,0,0,0,0,0,0,0,1
38,98,Alasca.txt,{| style=float: right; margin: 0 0 1em 1em; border: 1px solid #9866FF; background-color: #f3f3ff width=200,756,0,0,0,0,0,0,0,0,0,0,0
18,83,Alasca.txt,"| região2descrição=Aqui ficam Anchorage, a maior cidade do estado, e a Península de Kenai.",422,0,1,0,1,0,0,0,0,0,0,2
21,116,Albufeira.txt,"Deste largo partem diversas ruas diariamente animadas pela azáfama dos residentes e visitantes que aí procuram a boa gastronomia, o lazer, os souvenirs e a muita diversão dos inúmeros bares existentes.",485,0,0,0,0,0,0,0,0,0,0,0
54,134,Albufeira.txt,| endereço =Sitio dos Montinhos da Luz - Praia da Luz|,915,0,0,0,0,0,0,0,0,0,0,0
36,124,Albufeira.txt,"O mercado dos Caliços, em Albufeira, realiza-se na 1ª e 3ª terça-feira de cada mês, o mercado da Guia, realiza-se na 3ª sexta-feira do mês, o mercado de Paderne realiza-se no 1º sábado de cada mês e o mercado de Levante, nas Ferreiras, realiza-se na 2.ª e 4.ª terça-feira de cada mês.",731,0,0,0,0,1,0,1,0,0,0,2
59,137,Albufeira.txt,| endereço = Rua Samora Barros 20. 8200-178 |,956,0,0,0,0,0,0,0,0,0,0,0
15,113,Albufeira.txt,"Quer procure uma original e característica peça de artesanato, ou uma boutique das mais sofisticadas, Albufeira tem um pouco de tudo para lhe oferecer, tanto em lojas modernas e bem equipadas, como nos típicos mercados de rua e feiras francas.",354,0,0,0,0,0,0,1,0,0,0,1
52,133,Albufeira.txt,| nome = Resort Porto D. Maria | alt =  | site = email =,899,0,0,0,0,0,0,0,0,0,0,0
11,111,Albufeira.txt,Em Albufeira há muitas praias bonitas em seus 30km de costa.,238,0,0,0,0,0,0,1,0,0,0,1
7,109,Albufeira.txt,"Em meados do século 13, Albufeira foi recapturada pela Ordem dos Cavaleiros de Santiago sob o comando de Afonso III. Posteriormente, foi durante muitos séculos uma aldeia de pescadores insignificante. O grande terramoto de Lisboa em 1755 devastou grande parte do país tendo sido Albufeira particularmente afectada. O subsequente Tsunami inundou a parte baixa da vila destruindo quaisquer monumentos significantes.",152,0,0,0,0,0,0,1,0,0,0,1
3,107,Albufeira.txt,"Albufeira é uma cidade e um concelho em distrito de Faro (Algarve) no sul de Portugal. Convenientemente bem localizada a cerca de 30 minutos de carro do Aeroporto de Faro, Albufeira é um dos destinos mais populares e internacionalmente famosos de férias do Algarve, uma das regiões mais a sul e mais solarengas de Portugal. Os resorts e hotéis que vão desde Olhos de Água até à Galé estão espalhados ao longo da bela costa rochosa da região. Esta antiga aldeia de pescadores, foi transformada num ponto turístico de excelência.",6,0,0,0,1,0,0,1,1,0,0,3
9,110,Albufeira.txt,"Albufeira viu as suas fortunas renascerem no último quarto do século XX. A sua descoberta como principal destino turístico do Algarve marcou uma enorme expansão da aldeia de pescadores, passando de Aldeia a Vila e finalmente a Cidade. Hoje, os hotéis e resorts estendem-se sem problemas na perfeição ao longo da bela costa de Albufeira. Nos meses de Verão Albufeira chega a receber até 300 mil turistas que se veem juntar aos cerca e 22 mil moradores habituais.",207,0,0,0,0,0,0,1,0,0,0,1
17,114,Albufeira.txt,"A baixa da cidade é dominada pelo moderno Largo Engº Duarte Pacheco, que desafia os edifícios do princípio do século passado, de arquitectura simples e linear, encimados a poente pela Igreja Matriz, que exibe as suas formas arquitectónicas de estilo neoclássico.",385,0,0,0,1,0,0,0,0,0,0,1
57,136,Albufeira.txt,| nome = Boa Vista Hotel e Spa | alt =  | site = | email =,936,0,0,0,0,0,0,0,0,0,0,0
19,115,Albufeira.txt,"Trata-se de um espaço amplo, que de Verão se torna num palco para diversos animadores de rua que aí fazem as suas actuações sob o olhar atendo dos inúmeros turistas.   Local de visita obrigatória, neste Largo a animação é constante. As diversas esplanadas e os eventos de cariz cultural organizados pela Autarquia em muito contribuem para tal. É também aqui que se localiza a Galeria de Arte Pintor Samora Barros, local onde é possível apreciar diversas exposições de arte.",438,0,0,0,0,0,0,0,0,1,0,1
48,130,Albufeira.txt,| nome = Hotel Aldeia | alt =  | site = email =,867,0,0,0,0,0,0,0,0,0,0,0
29,120,Albufeira.txt,"Além das referidas áreas, encontrará um pouco por todo o concelho várias lojas e centros comercias que lhe permitirão passar alguns momentos de descontracção e encontrar produtos das principais marcas.",618,0,0,0,0,0,0,0,0,0,0,0
35,123,Albufeira.txt,"Os mercados de rua que marcam presença em Albufeira, Guia, Paderne e Ferreiras, constituem também uma importante atração turística. Estes mercados caracterizam-se por um colorido de produtos expostos em bancas e tendas, sendo, na maior parte das vezes, possível regatear o preço com os feirantes. Aqui poderá encontrar diversos tipos de produtos, nomeadamente, os têxteis, o calçado e as utilidades.",718,0,0,0,0,1,0,1,0,0,0,2
13,112,Albufeira.txt,Prefira uma praia mais pequena e sossegada ou com mais característica (também ideal para crianças):,281,0,0,0,0,0,0,0,0,0,0,0
38,125,Albufeira.txt,"As Feiras das Velharias são outro acontecimento que reúne diversos vendedores de rua e onde se encontram produtos muito interessantes e por vezes verdadeiras relíquias. A feira das velharias de Albufeira, junto ao Mercado Municipal dos Caliços, realiza-se no 2.º e 3.º sábado de cada mês. A outra feira das velharias de Albufeira, junto ao Mercado Municipal de Areias de S. João, realiza-se no 4.º sábado de cada mês. A feira das velharias dos Olhos d’Água realiza-se no 1.º domingo de cada mês.",746,0,0,0,0,0,0,0,0,1,0,1
33,122,Albufeira.txt,"Em cada freguesia do concelho, pode encontrar os tradicionais mercados municipais, onde se vendem todos os bens de primeira necessidade, desde frutas, vegetais e legumes, peixe e carne, mas também produtos da doçaria regional e artesanato. Os mercados locais são zonas de visita obrigatória para quem quer conhecer um pouco melhor os hábitos e tradições locais.",675,0,0,0,0,0,0,0,0,1,0,1
40,126,Albufeira.txt,"O Mercadinho de Artesanato, junto ao Mercado Municipal dos Caliços, realiza-se no 1.º sábado de cada mês.",777,0,0,0,0,0,0,0,0,0,0,0
50,131,Albufeira.txt,| address = Av. Dr. Francisco Sá Carneiro - Areias de São João,887,0,0,0,0,0,0,0,0,0,0,0
5,108,Albufeira.txt,"As origens de Albufeira datam do período pré-histórico. Mais tarde, foi fundada pelos romanos, quem a chamaram de Baltum. No entanto o nome de Albufeira retorna  ao tempo dos Mouros chamando-se na altura Al-Buhera,  no século VIII a cidade era um dos portos comerciais mais importantes da época. Quase não existem vestígios desse período, existindo apenas uma placa para comemorar o antigo castelo mouro na parte mais alta da cidade. O Ocidente era invencível devido à sua localização pois estava localizada sobre as rochas à beira-mar. Hoje nesse local existe um interessante Museu Arqueológico sobre a cidade.",67,0,0,0,1,0,0,1,0,0,0,2
27,119,Albufeira.txt,"A Av. Sá Carneiro, na zona do Montechoro, nas Areias de São João, é outro local privilegiado para ir às compras. Aqui encontra desde a loja com produtos regionais até às boutiques e sapatarias.",589,0,0,0,0,0,0,0,0,0,0,0
44,128,Albufeira.txt,Tanto os mercados de rua como as feiras francas são locais de visita obrigatória.,816,0,0,0,0,0,0,0,0,0,0,0
25,118,Albufeira.txt,"Na Baixa de Albufeira destaca-se ainda a Rua 5 de Outubro e a Av. da Liberdade, onde predominam as lojas com artigos sofisticados, ourivesarias e relojoarias.",562,0,0,0,0,0,0,1,0,1,0,2
46,129,Albufeira.txt,"Os turistas têm a escolha de mais que 500 propriedades diferentes em Albufeira e arredores. Muitos destes hotéis e resorts estendem-se ao longo da costa entre Vilamoura e Albufeira nas praias do Inatel, Praia da Oura, Santa Eulalia, Olhos de Água e Falésia. A Oeste de Albufeira, entre a marina de Albufeira e o centro turístico de Armação de Pêra situam-se muitos mais hotéis e resorts no topo das falésias, com vista sobre as pequenas baías rochosas e as belas praias de São Rafael, Castelo e Galé. Se preferir ficar mais perto da pitoresca cidade velha de Albufeira para disfrutar da atmosfera vibrante das ruas estreitas ou experimentar a vida nocturna na famosa “Strip”, vai encontrar muitos hotéis e apartamentos ao longo da circular da Av. Dos Descobrimentos, cercando o centro da cidade, oferencendo belas vistas panorâmicas para a maravilhosa baía de Albufeira. Um dos mais populares apart-hotéis aqui é o Paraíso de Albufeira.",845,0,0,0,1,1,0,1,0,0,0,3
23,117,Albufeira.txt,"Tanto no Largo Engº Duarte Pacheco, como nas ruas contíguas - a Rua Cândido dos Reis, a Rua São Gonçalo de Lagos e a Av. 25 de Abril - como no Cais Herculano e na Praça dos Pescadores, encontrará diversas lojas onde poderá realizar as suas compras. O ideal é juntar o útil ao agradável e parar numa das solarengas e amplas esplanadas que aí encontrará, para uma bebida, almoço ou jantar.",523,1,0,0,0,0,0,0,0,1,0,2
42,127,Albufeira.txt,"Anualmente realizam-se no concelho três feiras. A 25 de julho, tem lugar em Paderne, a Feira Franca de Santiago, a 7, 8 e 9 de outubro acontece a Feira da Guia e a 29 de novembro a Feira Franca de Albufeira. Estas são as feiras mais importantes e de maior dimensão que se realizam no concelho.",800,0,0,0,0,0,0,1,0,0,0,1
